date,member_name,is_present
2018-02-05,Tan Chuan-Jin,True
2018-02-05,Amrin Amin,True
2018-02-05,Ang Hin Kee,True
2018-02-05,Ang Wei Neng,True
2018-02-05,Azmoon Ahmad,True
2018-02-05,Baey Yam Keng,True
2018-02-05,Chan Chun Sing,True
2018-02-05,Cheryl Chan Wei Ling,True
2018-02-05,Chee Hong Tat,True
2018-02-05,Cheng Li Hui,True
2018-02-05,Chia Shi-Lu,True
2018-02-05,Chia Yong Yong,True
2018-02-05,Charles Chong,True
2018-02-05,Chong Kee Hiong,True
2018-02-05,Desmond Choo,True
2018-02-05,Thomas Chua Kee Seng,True
2018-02-05,Darryl David,True
2018-02-05,Christopher de Souza,True
2018-02-05,Fatimah Lateef,True
2018-02-05,Cedric Foo Chee Keng,True
2018-02-05,Foo Mee Har,True
2018-02-05,Grace Fu Hai Yien,True
2018-02-05,Gan Kim Yong,True
2018-02-05,Gan Thiam Poh,True
2018-02-05,Ganesh Rajaram,True
2018-02-05,Goh Chok Tong,True
2018-02-05,Daniel Goh Pei Siong,True
2018-02-05,Heng Chee How,True
2018-02-05,Heng Swee Keat,True
2018-02-05,Indranee Rajah,True
2018-02-05,Intan Azura Mokhtar,True
2018-02-05,S Iswaran,True
2018-02-05,Janil Puthucheary,True
2018-02-05,Khaw Boon Wan,True
2018-02-05,Amy Khor Lean Suan,True
2018-02-05,Koh Poh Koon,True
2018-02-05,Kok Heng Leun,True
2018-02-05,Kuik Shiao-Yin,True
2018-02-05,Kwek Hian Chuan Henry,True
2018-02-05,Lam Pin Min,True
2018-02-05,Lee Bee Wah,True
2018-02-05,Desmond Lee,True
2018-02-05,Lee Hsien Loong,True
2018-02-05,Lee Yi Shyan,True
2018-02-05,Liang Eng Hwa,True
2018-02-05,Lim Biow Chuan,True
2018-02-05,Lim Hng Kiang,True
2018-02-05,Lim Swee Say,True
2018-02-05,Sylvia Lim,True
2018-02-05,Lim Wee Kiak,True
2018-02-05,Low Thia Khiang,True
2018-02-05,Low Yen Ling,True
2018-02-05,Mahdev Mohan,True
2018-02-05,Masagos Zulkifli B M M,True
2018-02-05,Mohamad Maliki Bin Osman,True
2018-02-05,Muhamad Faisal Bin Abdul Manap,True
2018-02-05,Dr Muhammad Faishal Ibrahim,True
2018-02-05,Murali Pillai,True
2018-02-05,Lily Neo,True
2018-02-05,Ng Chee Meng,True
2018-02-05,Louis Ng Kok Kwang,True
2018-02-05,Ong Teng Koon,True
2018-02-05,Joan Pereira,True
2018-02-05,Leon Perera,True
2018-02-05,Denise Phua Lay Peng,True
2018-02-05,Png Eng Huat,True
2018-02-05,Pritam Singh,True
2018-02-05,Rahayu Mahzam,True
2018-02-05,Saktiandi Supaat,True
2018-02-05,Seah Kian Peng,True
2018-02-05,K Shanmugam,True
2018-02-05,Sim Ann,True
2018-02-05,Sitoh Yih Pin,True
2018-02-05,Sun Xueling,True
2018-02-05,Sam Tan Chin Siong,True
2018-02-05,Dennis Tan Lip Fong,True
2018-02-05,Randolph Tan,True
2018-02-05,Jessica Tan Soon Neo,True
2018-02-05,Tan Wu Meng,True
2018-02-05,Patrick Tay Teck Guan,True
2018-02-05,Teo Chee Hean,True
2018-02-05,Teo Ho Pin,True
2018-02-05,Josephine Teo,True
2018-02-05,Teo Ser Luck,True
2018-02-05,K Thanaletchimi,True
2018-02-05,Tharman Shanmugaratnam,True
2018-02-05,Tin Pei Ling,True
2018-02-05,Edwin Tong Chun Fai,True
2018-02-05,Vikram Nair,True
2018-02-05,Vivian Balakrishnan,True
2018-02-05,Lawrence Wong,True
2018-02-05,Dr Yaacob Ibrahim,True
2018-02-05,Alex Yam,True
2018-02-05,Yee Chia Hsing,True
2018-02-05,Melvin Yong Yik Chye,True
2018-02-05,Zainal Sapari,True
2018-02-05,Zaqy Mohamad,True
2018-02-05,Chen Show Mao,False
2018-02-05,Ng Eng Hen,False
2018-02-05,Ong Ye Kung,False
